cell_line,plate,well,control,gene_symbol,score_area_mean,score_cell_n,score_k_corr_perc_mean,score_radial_dist_mean_mean,score_spots_number_mean,raw_repeat_1_area_mean,raw_repeat_1_cell_n,raw_repeat_1_k_corr_perc_mean,raw_repeat_1_radial_dist_mean_mean,raw_repeat_1_spots_number_mean,raw_repeat_2_area_mean,raw_repeat_2_cell_n,raw_repeat_2_k_corr_perc_mean,raw_repeat_2_radial_dist_mean_mean,raw_repeat_2_spots_number_mean,ratio_repeat_1_area_mean,ratio_repeat_1_cell_n,ratio_repeat_1_k_corr_perc_mean,ratio_repeat_1_radial_dist_mean_mean,ratio_repeat_1_spots_number_mean,ratio_repeat_2_area_mean,ratio_repeat_2_cell_n,ratio_repeat_2_k_corr_perc_mean,ratio_repeat_2_radial_dist_mean_mean,ratio_repeat_2_spots_number_mean,norm_repeat1_area_mean,norm_repeat1_cell_n,norm_repeat1_k_corr_perc_mean,norm_repeat1_radial_dist_mean_mean,norm_repeat1_spots_number_mean,norm_repeat2_area_mean,norm_repeat2_cell_n,norm_repeat2_k_corr_perc_mean,norm_repeat2_radial_dist_mean_mean,norm_repeat2_spots_number_mean,sd_cell_n,sd_k_area_mean,sd_k_corr_perc_mean,sd_radial_dist_mean_mean,sd_spots_number_mean
RPE1,3,B08,sample,HIST1H2AE,0.61,-0.41,0.44,-0.35,-0.34,184.049759781622,386,54.9676165803109,0.508805153443348,32.5569948186528,173.727863225366,698,38.9641833810888,0.530228614476529,31.6862464183381,1.03,1,1.05,0.998,0.997,1.02,0.899,1.04,0.995,1.01,0.576,-0.075,0.865,-0.027,-0.679,0.65,-0.739,0.013,-0.675,0,0.46951890270786756,0.05232590180780456,0.6024549775709385,0.45820519420888284,0.4801255044256658
RPE1,1,B13,sample,POLR1D,0.24,-0.18,0.44,0.14,-0.63,185.634108957004,290,56.5344827586207,0.513786833743396,31.6551724137931,171.105272157575,830,38.3734939759036,0.535461519242105,31.4578313253012,1.03,0.838,1.06,1.01,0.984,1.01,1.01,1.04,0.998,0.997,0.342,-0.28,0.849,0.251,-1.114,0.136,-0.078,0.023,0.028,-0.145,0.14283556979968262,0.1456639969244288,0.5840702012600882,0.1576848122046001,0.6851864709697646
RPE1,4,M03,sample,FANCF,-0.29,0.36,0.44,-0.81,-0.01,172.697466107024,414,56.3514492753623,0.497920670011389,33.4975845410628,162.260744075038,840,35.7565476190476,0.528341976939023,31.997619047619,1.04,1.77,1.06,0.966,1.06,0.952,1.1,0.945,0.994,1.01,0,0.688,0.874,-0.614,0.12,-0.571,0.038,0,-1.001,-0.141,0.4596194077712559,0.4037579720575186,0.6180113267570425,0.27365032431919384,0.1845548698896889
RPE1,4,C17,sample,ELK4,-0.59,2.02,0.44,-0.69,1.73,163.795992270067,304,56.6907894736842,0.503431728649675,33.0164473684211,160.07875600636,988,40.3491902834008,0.52619244887479,32.2186234817814,0.984,1.3,1.06,0.977,1.04,0.939,1.29,1.07,0.99,1.02,0.893,1.632,0.938,-1.38,2.355,-2.063,2.413,-0.051,0,1.098,0.5522503961066936,2.0902076451874345,0.6993286065934955,0.9758073580374355,0.8888332239514902
RPE1,2,F13,sample,POGZ,-0.83,0.82,0.44,-0.5,-0.14,170.991022542098,467,53.3693790149893,0.506379213227693,31.5546038543897,160.635018640223,944,37.7012711864407,0.531222812286244,31.3421610169492,0.976,1.21,1.03,0.993,0.976,0.97,1.09,1.03,0.994,0.987,-0.742,0.763,-0.103,-0.385,-0.276,-0.914,0.883,0.989,-0.621,-0.013,0.08485281374238571,0.1216223663640862,0.7721606050557099,0.1668772003600252,0.185969083452062
RPE1,4,F22,neg2,NA,-1.19,1.64,0.44,-1.25,-0.15,157.115382345296,408,54.6740196078431,0.502129042613033,31.3308823529412,163.241674147339,911,38.218441273326,0.527435811561553,31.7969264544457,0.944,1.74,1.03,0.975,0.987,0.958,1.19,1.01,0.992,1,-1.263,2.204,0.512,-0.977,-0.444,-1.116,1.077,0.368,-1.532,0.139,0.7969093423972392,0.10394469683442234,0.10182337649086286,0.3924442635585339,0.4122432534317572
RPE1,3,H07,sample,H3F3A,-1.49,1.15,0.44,-0.94,1.14,175.353053104715,523,54.4130019120459,0.504418160975473,33.774378585086,165.947468162759,859,37.0337601862631,0.534033640937806,31.4458672875437,0.985,1.36,1.04,0.989,1.03,0.979,1.11,0.991,1,1,-1.442,1.22,1.01,-1.879,1.306,-1.544,1.089,-0.138,0,0.97,0.09263098833543773,0.07212489168102791,0.8117585848021566,1.3286536418495227,0.23758787847868001
RPE1,2,J06,sample,HMGA2,1.88,-2.3,0.43,-0.39,-2.27,187.844569563604,248,52.0564516129032,0.514679091813942,30.4637096774194,177.538036090659,614,37.8688925081433,0.529454341805643,31.0651465798046,1.07,0.641,1.01,1.01,0.943,1.07,0.707,1.03,0.991,0.978,1.368,-2.117,0.194,0.733,-2.707,2.4,-2.478,0.672,-1.508,-1.843,0.25526554800834383,0.7297341981845169,0.33799704140716974,1.584626296639053,0.610940258945177
RPE1,4,N06,sample,BOD1L2,0.72,-0.13,0.43,-0.11,-0.04,168.291712983352,261,54.1973180076628,0.510436437298644,32.0613026819923,177.621116108918,714,37.3417366946779,0.531676128553007,31.7759103641457,1.01,1.12,1.02,0.991,1.01,1.04,0.935,0.987,1,1,0,0,0.441,0.121,-0.152,1.439,-0.261,0.419,-0.342,0.064,0.18455486988968892,1.017526658127442,0.01555634918610406,0.32739043968937154,0.15273506473629425
RPE1,3,J07,sample,PAXIP1,-0.54,0.16,0.43,-1.3,0.33,181.534739591663,395,53.5253164556962,0.501743674505165,32.8886075949367,174.399028574855,738,37.2764227642276,0.530041877602083,32.0379403794038,1.02,1.02,1.02,0.984,1.01,1.03,0.951,0.998,0.995,1.02,-1.063,0.041,0.886,-2.113,-0.142,-0.009,0.276,-0.02,-0.48,0.796,0.1661700935788387,0.7452905473706211,0.6406387437550121,1.154705373677632,0.6632661607529816
RPE1,2,O03,sample,MNAT1,-1.32,-0.47,0.43,0.81,-1.97,159.174478451261,303,54.3712871287129,0.518528172266545,31.1650165016502,159.61734882946,950,40.4047368421053,0.522122496950709,31.2957894736842,0.909,0.783,1.05,1.02,0.964,0.964,1.09,1.1,0.977,0.985,-2.018,-1.152,-0.47,2.626,-2.095,-0.624,0.206,1.337,-1.008,-1.843,0.9602510088513314,0.9857068529740471,1.2777419536040913,2.5696260428319135,0.17819090885901015
RPE1,3,C18,sample,CENPU,1.12,-0.84,0.42,-0.21,-0.72,180.502235344168,242,55.7355371900826,0.513546916700293,31.8884297520661,174.135124110345,720,39.4236111111111,0.529165133703853,30.6013888888889,1.01,0.628,1.06,1.01,0.977,1.03,0.928,1.06,0.993,0.975,0.625,-1.295,0.637,0.195,-0.311,1.614,-0.383,0.199,-0.615,-1.136,0.6448813844421313,0.6993286065934956,0.30971277015970783,0.5727564927611035,0.5833630944789017
RPE1,2,B08,sample,LEMD2,1.06,-0.7,0.42,0.75,0.14,189.388992045907,385,52.6376623376623,0.514930699602479,32.9090909090909,168.845930126954,843,36.5948991696323,0.535892108453397,32.1174377224199,1.08,0.995,1.02,1.01,1.02,1.02,0.971,0.997,1,1.01,1.227,-0.563,0.764,1.388,0.529,0.901,-0.839,0.067,0.122,-0.242,0.19516147160748712,0.23051681066681454,0.4928534264870236,0.8951971849821692,0.5451793282948282
RPE1,4,G07,sample,CENPS,0.89,0.12,0.42,-0.27,0.15,169.333091896773,191,53.651832460733,0.525114465299964,30.6387434554974,178.978618869841,637,37.0164835164835,0.530825261138931,31.2464678178964,1.02,0.816,1.01,1.02,0.965,1.05,0.834,0.978,0.998,0.986,0.704,0.234,0.754,-0.33,0.305,1.077,0,0.084,-0.212,-0.013,0.16546298679765212,0.2637508293825822,0.47376154339498683,0.08343860018001263,0.2248599564173221
RPE1,2,B18,sample,PCGF1,0.64,-0.23,0.42,-0.03,-0.09,179.604180059331,405,55.258024691358,0.509729002905488,32.5975308641975,165.716399082643,904,37.2450221238938,0.536867726789005,32.3727876106195,1.03,1.05,1.07,0.999,1.01,1,1.04,1.01,1,1.02,0.386,0.223,0.773,-0.083,0.005,0.895,-0.681,0.077,0.029,-0.183,0.639224530192639,0.3599173516239527,0.4921463197058371,0.07919595949289333,0.13293607486307094
RPE1,2,D14,sample,NUP214,0.51,0.06,0.42,-0.1,0.12,183.594581900677,349,50.1547277936963,0.514426676383601,32.323782234957,164.867527873994,909,35.8206820682068,0.538423003967174,31.8393839383938,1.05,0.902,0.969,1.01,1,0.995,1.05,0.976,1.01,1,1.081,-0.005,0.145,-0.167,0.111,-0.058,0.124,0.702,-0.028,0.122,0.09121677477306463,0.8053946237714776,0.39385847712090694,0.0982878425849301,0.0077781745930520195
RPE1,2,H04,sample,RUVBL1,0.27,0.34,0.42,0.04,0.34,180.174964742899,362,51.2569060773481,0.516972558991006,32.3812154696133,164.052944682621,935,36.6844919786096,0.533171830316544,31.7026737967914,1.03,0.935,0.991,1.01,1,0.991,1.08,1,0.998,0.998,0.747,0.067,0.548,0.284,0.615,-0.21,0.612,0.29,-0.199,0.071,0.3853731957466684,0.6767011895955259,0.1824335495461293,0.34153257531310244,0.3846660889654818
RPE1,3,L11,sample,SETD2,-0.2,0.61,0.42,-0.08,-0.2,176.778457814566,536,53.982276119403,0.505289001035174,33.1138059701493,165.914561842171,854,34.9519906323185,0.537708990729524,30.9718969555035,0.993,1.39,1.03,0.991,1.01,0.979,1.1,0.936,1.01,0.987,0,0.675,0.7,-0.363,0.358,-0.406,0.538,0.136,0.203,-0.765,0.09687362902255703,0.2870853531617383,0.3988082245892128,0.4002224381515859,0.7940809152724928
RPE1,2,L06,sample,PRMT1,-0.92,0.06,0.42,-0.73,-0.8,168.727669788367,447,52.0592841163311,0.506481344180434,32.3825503355705,162.338637890528,860,36.5773255813953,0.531734419846307,31.6883720930233,0.963,1.16,1.01,0.993,1,0.98,0.99,0.997,0.995,0.997,-0.696,0.128,0.299,-0.577,-0.773,-1.152,-0.007,0.54,-0.888,-0.834,0.09545941546018392,0.32244069222106564,0.170412734265958,0.2199102089490163,0.04313351365237936
RPE1,3,L14,sample,RAN,-2.58,-0.41,0.42,1.33,-5.89,146.733645241173,184,54.7228260869565,0.525891361216187,25.1413043478261,162.789677712569,776,35.5947164948454,0.543393488749441,28.9600515463918,0.825,0.477,1.04,1.03,0.77,0.96,1,0.953,1.02,0.923,-3.466,-0.811,0.976,1.422,-7.494,-1.693,0,-0.131,1.243,-4.289,0.5734635995422901,1.253700323043749,0.7827672067735081,0.1265721138323919,2.266277233702885
RPE1,2,G19,sample,WAC,3.25,-1.84,0.41,0.4,-0.57,194.162114258899,248,52.3770161290323,0.518349942505726,30.991935483871,178.46621231849701,688,37.4658430232558,0.534125805335093,31.765988372093,1.11,0.641,1.01,1.02,0.959,1.08,0.792,1.02,1,1,3.158,-1.394,0.749,0.773,-1.125,3.352,-2.293,0.065,0.025,-0.005,0.6356889962867064,0.13717871555019018,0.4836610383315985,0.5289158723275376,0.7919595949289332
RPE1,3,I03,sample,SETD7,2.09,-2.37,0.4,1.85,-1.89,186.573573936123,168,51.6904761904762,0.536165361818143,29.9285714285714,190.536392051649,425,39.6141176470588,0.537383860115398,30.4047058823529,1.05,0.436,0.987,1.05,0.917,1.12,0.548,1.06,1.01,0.969,0.651,-1.413,-0.05,2.254,-1.823,3.536,-3.331,0.852,1.452,-1.966,1.3562308063157982,2.04000306372319,0.6378103166302659,0.5670996385116112,0.10111626970967631
RPE1,2,E21,sample,H2AFB1,1.1,-0.91,0.4,-3,-1.09,175.993188924019,329,53.563829787234,0.50876341574264,32.209726443769,174.255951305877,729,36.9444444444444,0.511206750717599,30.7242798353909,1,0.85,1.04,0.998,0.997,1.05,0.839,1.01,0.957,0.967,-0.022,-0.521,0.988,0.101,-0.367,2.217,-1.291,-0.191,-6.097,-1.822,0.5444722215136415,1.5832120830766798,0.8336788950189395,4.382647829794221,1.0288403666264267
RPE1,2,O12,sample,RNF4,1.06,-0.79,0.4,-0.64,0.15,185.382941776641,331,55.8761329305136,0.500294963439695,33.2296072507553,168.091252866005,855,37.2391812865497,0.529538084681068,32.5894736842105,1.06,0.855,1.08,0.981,1.03,1.01,0.984,1.01,0.991,1.03,1.281,-0.921,1.025,-1.157,-0.187,0.845,-0.668,-0.219,-0.119,0.487,0.17889801564019653,0.3082985565973347,0.8796408357960651,0.7339768388716363,0.476589970519733
RPE1,4,E16,sample,MCM4,0.5,0.13,0.4,-0.21,1.23,171.636409409122,242,56.2417355371901,0.517567006550814,32.495867768595,172.057314051555,691,39.5672937771346,0.529872362201162,32.0723589001447,1.03,1.03,1.06,1,1.02,1.01,0.904,1.05,0.996,1.01,0.545,0.466,0.554,-0.108,1.507,0.459,-0.201,0.25,-0.309,0.959,0.4716402230514272,0.0608111831820431,0.2149604614807105,0.14212846301849605,0.387494516090228
RPE1,3,F03,sample,RAG1,0.27,-0.77,0.4,-3.39,-1.69,186.677853338751,314,53.1130573248408,0.515928053954097,32.1656050955414,173.702074449986,684,37.8662280701754,0.499322076543459,29.3538011695906,1.05,0.815,1.01,1.01,0.985,1.02,0.881,1.01,0.937,0.935,0.334,-0.519,0.759,0.829,-0.306,0.207,-1.012,0.043,-7.6,-3.075,0.34860364312496794,0.08980256121069156,0.506288455329568,5.960203058621409,1.9579786771055503
RPE1,3,B13,sample,CTCFL,-0.49,1.45,0.4,-0.83,0.43,181.281165134358,450,55.9455555555556,0.502844441922842,32.9,161.869436398145,972,37.4434156378601,0.530640824938175,31.8600823045267,1.02,1.17,1.07,0.986,1.01,0.955,1.25,1,0.996,1.02,0,0.807,1.024,-0.65,0.256,-0.972,2.101,-0.23,-1.012,0.605,0.9149961748553924,0.6873077913133242,0.8867119036079306,0.2559726547895302,0.24678026663410507
RPE1,3,C19,sample,CBX1,-0.57,-0.04,0.4,-0.86,1.24,170.822229606549,379,53.7374670184697,0.501635444727375,33.5646437994723,167.869451958061,762,39.0144356955381,0.530974242571313,31.6745406824147,0.96,0.983,1.03,0.984,1.03,0.99,0.982,1.04,0.996,1.01,-0.909,-0.273,0.392,-1.177,0.993,-0.222,0.188,0.4,-0.545,1.484,0.32597622612699845,0.4857823586751582,0.005656854249492385,0.44689148570989806,0.34718942956259485
RPE1,1,B07,sample,SETD1B,-0.66,1.21,0.4,-0.86,1.47,176.82499283357,505,53.0851485148515,0.506111588274039,33.8653465346535,161.824678784118,1067,39.2633552014995,0.534836274231213,33.0346766635426,0.979,1.46,0.998,0.993,1.05,0.957,1.29,1.06,0.997,1.05,0.006,1.054,0.102,-0.178,0.984,-1.319,1.359,0.707,-1.543,1.955,0.21566756826189695,0.9369164850721754,0.42779960261786126,0.9652007563196373,0.6866006845321377
RPE1,3,I22,neg,NA,-3.26,3.55,0.4,-1.72,2.69,157.13845753753,648,54.9992283950617,0.494310115856627,33.5848765432099,149.285838461284,1082,37.525415896488,0.530209496091872,32.8022181146026,0.883,1.68,1.05,0.969,1.03,0.881,1.39,1,0.995,1.05,-2.651,3.481,1.219,-3.091,2.699,-3.869,3.615,-0.417,-0.355,2.681,0.0947523086789976,0.8612560594852151,1.1568266940211918,1.934644153326394,0.01272792206135771
RPE1,2,J13,sample,SMAD3,0.5,-0.29,0.39,-1.03,0.48,178.132697220228,434,54.7327188940092,0.507821261689998,32.5253456221198,165.661922589853,813,37.3468634686347,0.529468708606392,32.050430504305,1.02,1.12,1.06,0.996,1.01,1,0.936,1.02,0.991,1.01,0.559,0.007,0.265,-0.27,0.196,0.45,-0.59,0.514,-1.79,0.773,0.42214274836836885,0.07707463914933371,0.17606958851545035,1.0748023074035522,0.40800061274463795
RPE1,1,K09,sample,HMG20A,0.22,-0.47,0.39,0.92,0.28,181.135433865059,292,54.1917808219178,0.512227991536543,32.2979452054795,168.54725716788,833,36.9279711884754,0.540048437614485,31.9351740696279,1,0.844,1.02,1,1,0.997,1.01,0.997,1.01,1.01,0.045,-1.105,0.863,0.866,-0.165,0.392,0.161,-0.091,0.975,0.733,0.8951971849821692,0.245366053071732,0.6745798692519663,0.07707463914933367,0.6349818895055197
RPE1,2,C14,sample,L3MBTL3,-0.12,1.35,0.39,-0.93,1.07,179.854370504562,416,52.4278846153846,0.503433357642589,32.5192307692308,163.989370194717,935,35.2802139037433,0.535321351195123,32.6588235294118,1.03,1.07,1.01,0.987,1.01,0.99,1.08,0.961,1,1.03,0.43,1.341,0.744,-1.894,0.385,-0.663,1.352,0.031,0.028,1.761,0.007778174593052108,0.7728677118368965,0.5041671349860084,1.3590592334405442,0.9729789309126893
RPE1,2,O08,sample,HIST1H2AA,-0.51,0.9,0.39,0.29,1.26,169.84181486529,475,54.1768421052632,0.497615141263484,33.5705263157895,159.949759088632,970,37.8876288659794,0.533123919905947,32.9185567010309,0.97,1.23,1.05,0.976,1.04,0.966,1.12,1.03,0.998,1.04,-0.018,1.066,0.832,-0.853,0.938,-0.999,0.729,-0.05,1.437,1.572,0.2382949852598666,0.6936717523440031,0.6236681810065349,1.619274528917194,0.4483056992722712
RPE1,4,L13,sample,SUGT1,1.16,-0.1,0.38,0,-0.77,165.60794019894,161,54.6708074534162,0.526313720475545,30.422360248447202,182.974226911215,650,39.7623076923077,0.530711587866166,30.7184615384615,0.995,0.688,1.03,1.02,0.959,1.07,0.851,1.05,0.998,0.97,0.606,-0.086,0.753,0,-0.573,1.724,-0.122,0,0.009,-0.971,0.025455844122715714,0.7905453813665602,0.5324514062334703,0.006363961030678928,0.2814284989122459
RPE1,1,M04,sample,BANP,-0.17,0.11,0.38,-0.14,0.62,176.831753396672,365,54.9041095890411,0.504182446347171,32.9506849315068,166.462778519733,864,37.9149305555556,0.53389399508042,32.2337962962963,0.979,1.05,1.03,0.989,1.02,0.985,1.05,1.02,0.995,1.02,-0.001,0.054,0.523,-0.221,0.449,-0.334,0.16,0.238,-0.049,0.786,0.07495331880577404,0.23546655813512035,0.20152543263816608,0.12162236636408617,0.23829498525986653
RPE1,3,F08,sample,SETSIP,-0.34,0.11,0.38,-0.68,0.16,175.488280992478,449,53.0567928730512,0.506221558317588,32.8195991091314,172.440247606343,747,38.1144578313253,0.530429328525814,31.2878179384203,0.986,1.16,1.01,0.993,1.01,1.02,0.963,1.02,0.995,0.997,-0.545,0.674,0.479,-0.264,0,-0.138,-0.461,0.29,-1.094,0.318,0.8025661966467315,0.28779245994292485,0.13364318164425748,0.5868986283848344,0.22485995641732212
RPE1,4,M02,sample,SOX15,0.71,-2.76,0.37,0.52,-1.54,171.678622204551,207,50.7367149758454,0.528580987350388,30.43961352657,175.650805835211,667,38.2413793103448,0.528440751246426,31.7376311844078,1.03,0.885,0.952,1.03,0.959,1.03,0.873,1.01,0.994,1,-0.307,-3.404,-0.488,2.296,-2.389,1.73,-2.115,1.221,-1.262,-0.683,0.9114606409494596,1.4403765132769972,1.2084454890478098,2.515885927461736,1.2063241687042499
RPE1,2,D18,sample,L3MBTL4,-0.62,0.7,0.37,-0.71,0.1,166.182614029941,381,51.6863517060367,0.511916607821037,32.1837270341207,163.675342441577,1001,36.8201798201798,0.533706775571988,32.0819180819181,0.949,0.984,0.999,1,0.996,0.988,1.15,1,0.999,1.01,-1.246,0.868,0.005,-0.247,-0.222,-0.001,0.523,0.731,-1.18,0.42,0.24395183950935886,0.8803479425772517,0.5133595231414335,0.6597306268470488,0.4539625535217635
RPE1,1,I12,sample,GTF2H1,-1.51,0.87,0.37,0.16,0.71,171.695897199528,253,53.9505928853755,0.524069425713897,31.6482213438735,170.023683267375,848,35.3378537735849,0.541455643582528,31.7547169811321,0.95,0.731,1.01,1.03,0.984,1.01,1.03,0.954,1.01,1.01,-2.131,0.346,0.85,-0.065,0.602,-0.898,1.399,-0.105,0.38,0.811,0.7445834405894346,0.8718626612030129,0.6752869760331529,0.31466251762801367,0.1477853172679885
RPE1,3,K05,sample,NUP37,-1.81,1.75,0.37,0.11,-0.48,168.710457081656,505,54.3960396039604,0.501534925520233,31.9663366336634,160.860358305241,865,36.0364161849711,0.537372521398875,31.2578034682081,0.948,1.31,1.04,0.983,0.979,0.949,1.11,0.965,1.01,0.996,-1.45,1.719,1.438,-0.883,-0.438,-2.174,1.771,-0.704,1.11,-0.525,0.03676955262170035,0.5119453095790604,1.5146227253015847,1.4092638149047894,0.06151828996322965
RPE1,1,H09,sample,H3F3B,2.58,-2.15,0.36,1.88,-0.91,202.655553505077,181,52.0359116022099,0.535831381775329,31.0773480662983,179.337679128963,644,38.0954968944099,0.537116983651084,31.0869565217391,1.12,0.523,0.978,1.05,0.966,1.06,0.78,1.03,1,0.985,2.777,-2.323,0.004,3.318,-1.227,2.385,-1.968,0.709,0.45,-0.59,0.25102290732122434,0.27718585822512687,0.498510280736516,2.0279822484430183,0.45042701961583087
RPE1,2,N10,sample,BABAM1,1.18,-0.99,0.36,0.72,-0.69,182.88614738131,304,51.8240131578947,0.516966302131371,31.1480263157895,171.053314629741,807,35.4151177199504,0.539602397193275,31.6294919454771,1.04,0.786,1,1.01,0.964,1.03,0.929,0.965,1.01,0.996,1.276,-1.479,1.048,0.509,-1.377,1.088,-0.51,-0.332,0.936,0,0.6851864709697646,0.1329360748630709,0.9758073580374356,0.3019345955666558,0.973686037693876
RPE1,3,H20,sample,FXR1,0.72,0.01,0.36,0.01,0.05,184.388394494944,485,51.8505154639175,0.50701760085837,33.3360824742268,166.882876833654,813,38.4286592865929,0.530258261594079,31.2939729397294,1.04,1.26,0.99,0.994,1.02,0.984,1.05,1.03,0.995,0.997,1.436,0.018,0.259,0,0.092,0,0,0.456,0.013,0,0.012727922061357855,1.0154053377838823,0.13930003589374987,0.009192388155425118,0.06505382386916236
RPE1,2,K14,sample,PPP3CA,0.04,0.88,0.36,-1.11,0.84,171.253077080136,499,53.8056112224449,0.499133044755949,33.0160320641283,165.664622971298,860,35.8872093023256,0.535624485628985,32.1732558139535,0.978,1.29,1.04,0.979,1.02,1,0.99,0.978,1,1.01,0.013,1.762,0.749,-1.97,0.936,0.058,0.005,-0.031,-0.247,0.745,1.242386614544764,0.031819805153394644,0.5515432893255071,1.2183449839844214,0.13505739520663063
RPE1,4,O16,sample,EME1,-0.32,-1.03,0.36,0.37,0.41,157.464728034262,180,54.725,0.523129672715981,31.5166666666667,173.468317582024,757,41.0198150594452,0.530825745651596,32.667107001321,0.946,0.769,1.03,1.02,0.993,1.02,0.991,1.08,0.998,1.03,-1.022,-1.558,0,0.747,-0.196,0.381,-0.505,0.729,0,1.011,0.7445834405894346,0.9920708140047262,0.5154808434849931,0.528208765546351,0.8534778848921628
RPE1,4,N02,sample,SOX17,-0.77,0.5,0.36,0.53,0.07,162.629735647066,458,56.7128820960699,0.496134715073795,33.7270742358079,158.667778085023,1033,36.4211035818006,0.539148944928643,31.999031945789,0.977,1.96,1.06,0.963,1.06,0.931,1.35,0.962,1.01,1.01,-0.922,0,0.723,-0.319,0.236,-0.625,1.008,0,1.372,-0.094,0.7127636354360399,0.21001071401240465,0.5112382027978739,1.195717566986452,0.2333452377915607
RPE1,2,C15,sample,EXO1,-1.29,1.67,0.36,0.25,0.57,176.532843013136,530,49.9047169811321,0.512144797594876,33.2056603773585,161.419803234772,955,37.5361256544503,0.53478198600162,31.9434554973822,1.01,1.37,0.965,1,1.03,0.975,1.1,1.02,1,1.01,-1.064,1.959,-0.329,0.552,1.263,-1.515,1.388,1.047,-0.059,-0.122,0.40375797205751873,0.31890515831513283,0.9729789309126894,0.4320422433049806,0.9793428919433682
RPE1,3,E22,neg,NA,-2.61,2.62,0.36,-0.89,1.1,156.995698623238,705,53.0326241134752,0.496552400019354,32.4468085106383,153.281468701529,1054,37.6394686907021,0.53147850864017,32.3444022770398,0.882,1.83,1.01,0.974,0.994,0.904,1.36,1.01,0.997,1.03,-2.624,3.014,0.283,-1.557,-0.136,-2.603,2.227,0.437,-0.224,2.341,0.5564930367938128,0.014849242404917433,0.10889444430272834,0.9425733393216678,1.7515034969990784
RPE1,2,O09,sample,M1AP,1.07,-0.81,0.35,0.74,-0.47,182.759655085684,286,53.8811188811189,0.510308151586417,32.548951048951,167.207008267149,895,40.2994413407821,0.529309291256853,32.5653631284916,1.04,0.739,1.04,1,1.01,1.01,1.03,1.1,0.991,1.03,1.506,-1.332,0.012,0.97,-0.714,0.642,-0.293,0.695,0.503,-0.219,0.7346839456528229,0.610940258945177,0.48295393155041194,0.33021886681411766,0.350017856687341
RPE1,1,G14,sample,HIST1H4C,0.84,-0.5,0.35,0.51,-0.38,195.514723084353,283,53.7773851590106,0.51982177370111,32.0565371024735,175.057603741753,686,39.1355685131195,0.537991454775095,31.5379008746356,1.08,0.818,1.01,1.02,0.996,1.04,0.831,1.06,1,0.999,1.093,-0.262,-0.013,0.389,-0.757,0.596,-0.736,0.707,0.623,-0.009,0.3351686142824235,0.3514320702497141,0.5091168824543142,0.16546298679765212,0.5289158723275376
RPE1,2,K03,sample,HIST2H2AB,0.57,-0.52,0.35,0.36,-0.86,178.258937780199,372,55.2150537634409,0.504551872433805,32.0779569892473,169.929679482471,805,36.9198757763975,0.536652527239002,31.0124223602484,1.02,0.961,1.07,0.989,0.992,1.03,0.927,1.01,1,0.976,0.042,0.005,0.583,0.056,-0.296,1.1,-1.05,0.113,0.665,-1.415,0.7459976541518077,0.7481189744953674,0.3323401871576773,0.43062802974260744,0.7912524881477467
RPE1,4,E10,sample,NDEL1,-1.06,0.18,0.35,-1.21,0.26,150.761450970641,191,53.2251308900524,0.511373057476209,31.5759162303665,163.177138433383,897,35.0367892976589,0.524912106774015,31.7335562987737,0.905,0.816,0.999,0.992,0.995,0.957,1.17,0.926,0.987,1,-2.122,-0.012,0.691,-0.428,0.403,0,0.369,0,-1.987,0.113,0.26940768363207457,1.500480589677854,0.4886107857999043,1.1023794718698277,0.2050609665440988
RPE1,4,O14,sample,KNL1,2.01,-1.94,0.34,1.23,-2.49,178.931783895994,228,55.0438596491228,0.518469641262342,30.6842105263158,178.047168682511,626,39.767571884984,0.537230107383391,30.7731629392971,1.07,0.974,1.03,1.01,0.967,1.04,0.819,1.05,1.01,0.971,2.261,-1.367,-0.011,0.817,-2.226,1.769,-2.515,0.697,1.641,-2.745,0.8117585848021567,0.34789653634378154,0.50063160108007565,0.5826559876977152,0.3669884194358182
RPE1,1,K08,sample,HIST1H4E,1,-1.09,0.34,0.14,0.1,190.318331677744,307,51.3550488599349,0.520055675746329,32.0195439739414,174.551878147615,738,37.9586720867209,0.536269890681288,31.2940379403794,1.05,0.887,0.966,1.02,0.995,1.03,0.894,1.02,1,0.992,0.71,-1.066,-0.032,1.265,0.148,1.288,-1.122,0.711,-0.992,0.054,0.039597979746446695,0.4087077195258245,0.5253803384216048,1.5959400051380377,0.06646803743153547
RPE1,3,B05,sample,JADE3,0.69,-0.52,0.34,-0.02,1.06,184.509393278539,283,54.86925795053,0.509991494948769,34.017667844523,169.060037804057,757,38.883751651255,0.52716446780226,32.1519154557464,1.04,0.734,1.05,1,1.04,0.997,0.976,1.04,0.989,1.02,0.945,-0.993,0.673,0.807,1.428,0.437,-0.049,0.001,-0.847,0.686,0.6675088014401008,0.3592102448427661,0.47517575695736,1.1695546160825496,0.5246732316404182
RPE1,2,I04,sample,NEIL1,-0.09,0.29,0.34,0.39,1.48,170.0185378814,357,54.859943977591,0.509464828531788,32.9075630252101,163.802170950018,794,35.8872795969773,0.532794304716443,32.0390428211587,0.971,0.922,1.06,0.999,1.02,0.989,0.914,0.978,0.997,1.01,-0.164,0.697,1.878,0.015,1.997,-0.02,-0.114,-1.199,0.767,0.965,0.57346359954229,0.10182337649086284,2.1757675657110065,0.5317442994522837,0.7297341981845171
