cell_line,plate,well,control,gene_symbol,score_area_mean,score_cell_n,score_k_corr_perc_mean,score_radial_dist_mean_mean,score_spots_number_mean,raw_repeat_1_area_mean,raw_repeat_1_cell_n,raw_repeat_1_k_corr_perc_mean,raw_repeat_1_radial_dist_mean_mean,raw_repeat_1_spots_number_mean,raw_repeat_2_area_mean,raw_repeat_2_cell_n,raw_repeat_2_k_corr_perc_mean,raw_repeat_2_radial_dist_mean_mean,raw_repeat_2_spots_number_mean,ratio_repeat_1_area_mean,ratio_repeat_1_cell_n,ratio_repeat_1_k_corr_perc_mean,ratio_repeat_1_radial_dist_mean_mean,ratio_repeat_1_spots_number_mean,ratio_repeat_2_area_mean,ratio_repeat_2_cell_n,ratio_repeat_2_k_corr_perc_mean,ratio_repeat_2_radial_dist_mean_mean,ratio_repeat_2_spots_number_mean,norm_repeat1_area_mean,norm_repeat1_cell_n,norm_repeat1_k_corr_perc_mean,norm_repeat1_radial_dist_mean_mean,norm_repeat1_spots_number_mean,norm_repeat2_area_mean,norm_repeat2_cell_n,norm_repeat2_k_corr_perc_mean,norm_repeat2_radial_dist_mean_mean,norm_repeat2_spots_number_mean,sd_cell_n,sd_k_area_mean,sd_k_corr_perc_mean,sd_radial_dist_mean_mean,sd_spots_number_mean
RPE1,2,F23,pos,NA,1.2,-0.7,11.93,-9.24,-12.34,191.85314314374,310,68.5016129032258,0.463238694695814,24.0161290322581,169.263467113292,799,57.3178973717146,0.487555858602062,24.3254067584481,1.1,0.801,1.32,0.908,0.743,1.02,0.92,1.56,0.913,0.766,1.685,-0.851,9.691,-7.271,-9.596,0.713,-0.557,14.176,-11.212,-15.088,0.20788939366884493,0.6873077913133243,3.1713739136216654,2.7867078246561836,3.8834304422765182
RPE1,3,M09,sample,NCAPD3,0.22,-0.92,11.61,-10.04,-16.59,181.566823548038,306,71.9820261437908,0.457264556354857,19.5882352941176,167.467530485118,677,60.9704579025111,0.468686743733644,21.8419497784343,1.02,0.794,1.37,0.897,0.6,0.988,0.872,1.63,0.879,0.696,0.206,-0.568,9.023,-6.906,-15.667,0.242,-1.281,14.195,-13.18,-17.504,0.5041671349860084,0.025455844122715714,3.6571562722968243,4.436387945164399,1.298955157039689
RPE1,3,H23,pos,NA,0.17,-0.53,11.47,-11.29,-12.37,178.724828668019,420,70.5428571428571,0.446457695335087,23.7190476190476,168.422080186473,723,58.7130013831259,0.472437924914416,23.7634854771784,1,1.09,1.35,0.875,0.726,0.994,0.932,1.57,0.886,0.757,0.523,-0.059,8.629,-8.735,-10.92,-0.19,-0.992,14.307,-13.845,-13.827,0.6597306268470489,0.5041671349860084,4.014952303577218,3.6133156518632585,2.0555594129092936
RPE1,4,N23,pos,NA,-0.03,-0.08,11.26,-8.84,-7.78,158.616443259985,284,73.875,0.456171841824102,23.7746478873239,174.777288416122,698,61.89111747851,0.475533152686755,24.3853868194842,0.953,1.21,1.39,0.885,0.749,1.03,0.914,1.64,0.894,0.77,-1.065,0.39,6.588,-4.805,-5.758,1.001,-0.552,15.924,-12.873,-9.797,0.6660945878777278,1.460882609931407,6.601548909157607,5.704937510613066,2.856004289212466
RPE1,4,F23,pos,NA,0.8,0.2,10.38,-9.01,-9.55,177.735868417325,304,73.1513157894737,0.463766096319682,20.6315789473684,172.376776919547,723,59.7461964038728,0.47327015503805,23.5048409405256,1.07,1.3,1.37,0.9,0.65,1.01,0.946,1.58,0.89,0.742,1.281,0.921,6.793,-4.199,-7.984,0.312,-0.514,13.964,-13.822,-11.107,1.0146982310026957,0.6851864709697645,5.070662727888733,6.804488555358146,2.2082944776455875
RPE1,3,F23,pos,NA,-0.48,-0.18,10.07,-8.73,-10.86,179.292186434255,276,73.518115942029,0.459571993119817,23.5253623188406,164.655074147619,861,53.2868757259001,0.485268616592253,25.2706155632985,1.01,0.716,1.4,0.901,0.721,0.971,1.11,1.43,0.911,0.805,0.213,-1.008,10.011,-6.512,-11.113,-1.169,0.642,10.135,-10.941,-10.609,1.1667261889578036,0.9772215715998087,0.08768124086713229,3.1317759338752196,0.35638181771801963
RPE1,4,J23,pos,NA,-1.12,-0.14,10.04,-9.14,-7.31,150.864782549562,196,70.0739795918367,0.470459047790504,24.0255102040816,174.894063831333,665,62.0390977443609,0.463569366958028,24.3022556390977,0.906,0.838,1.32,0.913,0.757,1.03,0.87,1.64,0.872,0.767,-2.571,-0.288,6.107,-4.11,-5.139,0.328,0.011,13.974,-14.162,-9.49,0.21142492757477768,2.0499025586598014,5.562809047594569,7.107837364487176,3.0766216049426682
RPE1,4,D23,pos,NA,0.63,0.56,9.85,-8.84,-7.37,183.16433833814,334,72.3458083832335,0.453493602250026,24.4191616766467,164.244051623432,800,58.145625,0.47651509353643,24.48,1.1,1.43,1.36,0.88,0.769,0.964,1.05,1.54,0.896,0.773,2.025,0.582,6.653,-5.107,-5.383,-0.77,0.529,13.039,-12.568,-9.352,0.037476659402886976,1.9763634534164003,4.5155839046572925,5.2757236944328305,2.806506814529407
RPE1,1,L23,pos,NA,-0.07,-0.37,9.79,-8.17,-9.66,178.679409964895,210,71.0809523809524,0.477276889037746,22.7238095238095,168.443081620586,856,56.9246495327103,0.484620381608382,24.946261682243,0.989,0.607,1.34,0.936,0.706,0.996,1.04,1.54,0.904,0.79,-0.265,-1.244,8.515,-3.673,-7.867,0.121,0.509,11.057,-12.676,-11.446,1.2395581874200179,0.2729432175380074,1.7974654377762036,6.366082351022488,2.5307351698666536
RPE1,4,B23,pos,NA,0.16,0.6,9.76,-12.18,-9.52,184.518768198316,360,67.5097222222222,0.399645945047687,21.8333333333333,165.116265589905,721,62.369625520111,0.46646071118772,22.9583911234397,1.11,1.54,1.27,0.776,0.688,0.969,0.944,1.65,0.877,0.725,1.383,1.694,4.957,-9.794,-6.798,-1.07,-0.501,14.564,-14.562,-12.239,1.5520993847044717,1.734532934250601,6.793174846859162,3.3714851326974578,3.8473679964360055
RPE1,1,N23,pos,NA,0.56,-0.43,9.69,-8.74,-8.96,182.979311164944,249,71.0843373493976,0.462549846876164,23.4939759036145,170.482595387613,822,56.0766423357664,0.482301844268065,25.2384428223844,1.01,0.72,1.34,0.907,0.73,1.01,0.996,1.51,0.899,0.8,0.524,-1.016,8.922,-5.07,-7.555,0.599,0.147,10.46,-12.41,-10.364,0.8223651865199547,0.053033008588991036,1.0875302294649103,5.1901637739092585,1.9862629483530128
RPE1,3,D23,pos,NA,-1.3,0.08,9.36,-9.22,-11.43,172.513366961951,436,68.0206422018349,0.442906530566156,22.6995412844037,161.217123171244,765,54.5209150326797,0.489757348312398,25.0928104575163,0.969,1.13,1.3,0.868,0.695,0.951,0.986,1.46,0.919,0.799,-0.517,0.311,7.853,-8.851,-11.409,-2.077,-0.144,10.87,-9.579,-11.456,0.3217335854398791,1.103086578651014,2.1333411588398135,0.5147737367038064,0.0332340187157669
RPE1,4,J17,sample,NCAPH2,1.05,-0.12,9.29,-8.79,-8.14,166.255820282322,148,68.5743243243243,0.491238081145119,22.1081081081081,184.16874176313,634,63.23738170347,0.457793239011292,22.9889589905363,0.998,0.632,1.29,0.953,0.697,1.08,0.83,1.67,0.861,0.726,0.487,-0.21,5.403,-2.696,-5.362,1.609,-0.025,13.182,-14.885,-10.911,0.1308147545195113,0.7933738084913063,5.500583650850154,8.618924555882828,3.9237355288041518
RPE1,1,J23,pos,NA,-1.36,-0.13,9.18,-9.17,-10.11,170.798558211833,180,68.5861111111111,0.473694582013231,22.5222222222222,166.978193188522,852,58.0827464788732,0.481052909626144,24.4389671361502,0.945,0.52,1.29,0.929,0.7,0.988,1.03,1.57,0.897,0.774,-1.725,-1.132,7.716,-5.081,-8.076,-0.988,0.876,10.64,-13.268,-12.153,1.4198704166225873,0.5211376977344856,2.067580228189465,5.789083217574265,2.882874346897554
RPE1,4,H23,pos,NA,0.3,0.3,8.81,-8.08,-6.82,179.725841282577,321,70.1853582554517,0.455245143797677,24.4922118380062,170.54157598873,741,55.7118758434548,0.484634977210449,25.1443994601889,1.08,1.37,1.32,0.884,0.772,1,0.97,1.47,0.911,0.794,0.598,0.822,5.851,-5.112,-4.801,0.009,-0.231,11.779,-11.058,-8.839,0.7445834405894345,0.4164858941188765,4.191728998873854,4.204456920935211,2.855297182431279
RPE1,4,L23,pos,NA,-0.82,0.46,8.63,-8.6,-6.73,167.681050145212,206,73.1747572815534,0.446032756557586,23.3980582524272,164.138977852339,815,55.0423312883436,0.484688731052628,25.6638036809816,1.01,0.88,1.37,0.866,0.737,0.963,1.07,1.45,0.912,0.81,-0.409,-0.251,6.586,-6.458,-5.702,-1.228,1.179,10.669,-10.733,-7.758,1.011162697096763,0.5791204537917825,2.887116987584674,3.022881489572491,1.4538115421195417
RPE1,1,D23,pos,NA,0.36,-0.37,8.01,-6.78,-8.2,184.899683893329,245,70.6265306122449,0.46456856324798,23.134693877551,168.912863415242,852,51.318661971831,0.500134916365831,26.4636150234742,1.02,0.708,1.33,0.911,0.719,0.999,1.03,1.39,0.932,0.839,0.605,-1.053,8.508,-5.174,-7.86,0.121,0.317,7.516,-8.381,-8.531,0.9687362902255701,0.342239682094289,0.7014499269370545,2.267691447265258,0.47446865017617357
RPE1,1,H23,pos,NA,0.87,-0.59,7.96,-7.61,-9.34,196.512320676727,322,68.2996894409938,0.461459149603173,22.5869565217391,166.273571315817,789,52.6039290240811,0.494284140430938,25.2699619771863,1.09,0.931,1.28,0.905,0.702,0.983,0.956,1.42,0.922,0.801,1.912,-0.667,7.289,-5.341,-8.287,-0.176,-0.522,8.627,-9.874,-10.385,0.1025304832720494,1.4764389591175113,0.9461088732276013,3.2053150391186205,1.483510026929376
RPE1,1,B23,pos,NA,-0.48,-0.98,7.9,-6.52,-8.72,174.768869068525,182,68.3736263736264,0.481871050672219,23.3571428571429,169.117286133267,816,55.5042892156863,0.496555825693204,26.1200980392157,0.967,0.526,1.29,0.945,0.726,1,0.988,1.5,0.926,0.828,-0.695,-1.576,6.66,-3.215,-8.161,-0.271,-0.376,9.139,-9.824,-9.278,0.8485281374238571,0.2998132752230961,1.7529177105614508,4.673268716861893,0.7898382745853743
RPE1,1,F23,pos,NA,0.22,0.38,6.56,-8.23,-8.25,192.846573973101,392,64.875,0.462061393844745,23.5255102040816,165.930782699462,834,52.0929256594724,0.490458004531296,25.7565947242206,1.07,1.13,1.22,0.906,0.731,0.981,1.01,1.41,0.914,0.816,1.44,0.218,5.695,-5.706,-7.405,-1.003,0.538,7.415,-10.746,-9.1,0.22627416997969524,1.7274618664387356,1.2162236636408617,3.5638181771801998,1.1985459941111976
RPE1,4,B10,sample,MTBP,6.06,-2.79,5.03,-0.16,-6.56,193.909399965604,94,56.8989361702128,0.541877692188738,22.8404255319149,229.666680561688,362,50.1698895027624,0.521618135260743,26.5082872928177,1.16,0.402,1.07,1.05,0.72,1.35,0.474,1.33,0.981,0.837,2.464,-1.115,1.976,2.159,-5.766,9.658,-4.466,8.075,-2.486,-7.356,2.3695148237561208,5.086926183856023,4.312644258456753,3.2845109986115135,1.1242997820866105
RPE1,2,F08,sample,CHAF1A,2.55,-0.33,4.84,-1.91,-0.48,199.832389787579,392,57.8966836734694,0.503651526250964,30.9209183673469,176.374333302086,754,43.7015915119363,0.519690992300087,31.2214854111406,1.14,1.01,1.12,0.988,0.957,1.06,0.868,1.19,0.973,0.983,2.937,0.342,4.51,-0.847,-0.841,2.154,-0.998,5.168,-2.974,-0.124,0.9475230867899737,0.5536646096690666,0.4652762620207485,1.5040161235837868,0.5069955621107546
RPE1,2,I18,sample,CHAF1B,2.57,-0.3,4.66,-3.18,-0.57,186.420577673959,234,61.3183760683761,0.500657516169494,30.3418803418803,172.691596607447,816,44.0753676470588,0.513904117043044,31.8455882352941,1.06,0.605,1.19,0.982,0.939,1.04,0.94,1.2,0.962,1,2.644,-0.28,4.615,-1.607,-1.57,2.495,-0.314,4.707,-4.748,0.433,0.024041630560342597,0.1053589103967956,0.06505382386916211,2.221022399706946,1.4163348827166546
RPE1,2,B03,sample,PCNA,5.07,-3,4.28,-0.23,-4.47,220.544481777909,200,58.9,0.510840283301098,28.635,185.384821420666,677,45.2991137370753,0.528501612604785,30.2821270310192,1.26,0.517,1.14,1,0.886,1.12,0.78,1.23,0.989,0.953,5.036,-2.929,2.846,0.958,-4.824,5.113,-3.073,5.715,-1.423,-4.112,0.10182337649086293,0.05444722215136476,2.0286893552242047,1.6836212460051696,0.5034600282048216
RPE1,1,L12,sample,SMARCA4,1.38,-1.65,3.55,-2.83,0.77,186.024701638142,295,55.9220338983051,0.510276549872557,32.2203389830508,185.894970384808,466,45.7392703862661,0.513891436264004,32.1266094420601,1.03,0.853,1.05,1,1,1.1,0.565,1.24,0.958,1.02,-0.088,-0.114,1.542,0.003,0.961,2.842,-3.192,5.549,-5.658,0.588,2.1764746724921933,2.0718228688765845,2.833376872214496,4.002931488297046,0.2637508293825822
RPE1,4,K17,sample,SMC2,-1.39,0.61,3.53,-3.58,-5.49,149.223715995673,169,59.4082840236686,0.510183311755276,23.7514792899408,166.485774348858,785,47.6980891719745,0.506925587868372,26.1082802547771,0.896,0.722,1.12,0.99,0.748,0.977,1.03,1.26,0.953,0.824,-1.228,0,2.3,-1.286,-4.173,-1.552,1.219,4.758,-5.876,-6.797,0.8619631662664016,0.22910259710444145,1.738068468156534,3.245620125646253,1.8554481938335003
RPE1,4,J15,sample,SENP6,2.35,-0.22,3.35,-3.62,-7.02,199.703973147236,210,58.2190476190476,0.483229186488948,22.9619047619048,185.757454810593,609,49.4753694581281,0.502562861083158,25.3415435139573,1.2,0.897,1.09,0.938,0.724,1.09,0.797,1.31,0.945,0.8,2.762,-0.128,1.706,-2.779,-6.27,1.944,-0.315,4.984,-4.452,-7.777,0.1322289680818844,0.5784133470105959,2.317896028729503,1.182989644925094,1.0656099192481276
RPE1,3,I12,sample,NUP58,1.14,0.54,3.2,-2.67,-1.64,194.649180463382,403,58.8734491315136,0.499405909126115,29.7990074441687,173.194190274265,757,41.827608982827,0.523935508591919,30.2034346103038,1.09,1.05,1.12,0.979,0.913,1.02,0.976,1.12,0.983,0.962,1.668,1.076,3.119,-3.048,-1.709,0.62,0,3.275,-2.3,-1.57,0.7608468965567252,0.7410479066835017,0.1103086578651012,0.5289158723275377,0.09828784258493012
RPE1,2,I15,sample,VRK1,-0.48,1.6,3.13,-2.13,0.93,174.808877883478,448,57.7712053571429,0.491462514410049,32.5959821428571,160.533427223075,993,40.3897280966767,0.524894947072157,31.9133937562941,0.998,1.16,1.12,0.964,1.01,0.969,1.14,1.1,0.983,1,-0.093,0.96,3.965,-2.272,1.414,-0.866,2.24,2.292,-1.985,0.447,0.9050966799187811,0.5465935418572012,1.182989644925094,0.20293964620053892,0.6837722574073914
RPE1,4,B18,sample,SMC4,3.74,-1.79,3.06,-1.39,-5.84,179.060173170631,113,53.8805309734513,0.51528795289147,24.7345132743363,205.428372799501,416,49.7860576923077,0.51528757776107,26.9615384615385,1.08,0.483,1.01,1,0.779,1.21,0.545,1.32,0.969,0.851,2.247,-0.473,-0.007,-0.075,-4.614,5.226,-3.111,6.118,-2.71,-7.075,1.8653476887701126,2.106471101154725,4.331029034767604,1.8632263684265526,1.7401897885000936
RPE1,4,J11,sample,RANGAP1,0.55,-0.77,2.95,-1.03,-1.16,161.939183816331,198,59.7727272727273,0.518811629735908,29.4242424242424,187.831424979619,530,44.3,0.519070785231793,30.9905660377358,0.972,0.846,1.12,1.01,0.927,1.1,0.694,1.17,0.976,0.978,-0.684,-0.432,3.126,-0.055,-1.283,1.78,-1.105,2.771,-2.014,-1.045,0.4758828637385465,1.7423111088436531,0.25102290732122434,1.3852221843444463,0.1682914139223983
RPE1,4,I18,sample,SFPQ,3.24,-0.47,2.79,2.1,-0.17,185.592925003915,129,56.1317829457364,0.539114442155754,30.4728682170543,193.450670517191,587,46.6558773424191,0.53908533122314,31.557069846678,1.11,0.551,1.05,1.05,0.96,1.13,0.768,1.23,1.01,0.996,3.46,-0.173,0.513,1.483,-0.335,3.015,-0.758,5.062,2.715,0,0.4136574669941303,0.31466251762801356,3.2166287476176048,0.8711555544218264,0.23688077169749344
RPE1,2,M14,sample,HP1BP3,1.61,-2.33,2.73,0.13,-1.09,182.165703444688,160,55.671875,0.521081457413755,31.64375,175.239177032708,582,40.5472508591065,0.530176963149962,31.6872852233677,1.04,0.413,1.08,1.02,0.979,1.06,0.67,1.1,0.992,0.997,1.529,-2.242,2.211,0.986,-1.244,1.685,-2.412,3.247,-0.735,-0.931,0.12020815280171303,0.11030865786510151,0.7325626253092632,1.2169307704220482,0.22132442251138934
RPE1,3,F12,sample,DDB1,2.25,-0.01,2.71,-1.31,-2.86,212.592570607195,340,57.8441176470588,0.503063597364636,29.2029411764706,173.894327339848,822,40.3497566909976,0.53031020189462,29.514598540146,1.19,0.882,1.1,0.986,0.894,1.03,1.06,1.08,0.995,0.94,3.925,-0.202,2.783,-1.182,-3.724,0.573,0.18,2.641,-1.445,-2,0.27011479041326114,2.370221930537307,0.10040916292848968,0.1859690834520621,1.2190520907656082
RPE1,1,D04,sample,NUP155,-0.13,0.35,2.7,-2.84,-2.17,177.973442156577,397,58.8916876574307,0.492045030690014,28.8841309823678,170.840259319828,803,42.2378580323786,0.520665507829548,30.560398505604,0.985,1.15,1.11,0.965,0.898,1.01,0.973,1.14,0.971,0.968,-0.104,0.85,3.12,-2.146,-2.667,-0.157,-0.157,2.276,-3.531,-1.671,0.7120565286548534,0.037476659402887025,0.5967981233214463,0.9793428919433685,0.7042783540618012
RPE1,1,C10,sample,NUP54,-0.24,-0.99,2.69,-2.27,-1.88,170.052708745374,257,57.352140077821,0.503754331961039,31.0622568093385,168.017892108122,795,41.2559748427673,0.523615780029508,30.2327044025157,0.941,0.743,1.08,0.988,0.965,0.994,0.963,1.11,0.976,0.958,-0.713,-1.33,2.441,-0.103,-1.398,0.234,-0.657,2.949,-4.435,-2.358,0.47588286373854655,0.6696301217836605,0.35921024484276615,3.0631865761001236,0.6788225099390858
RPE1,3,C10,sample,TICRR,8.1,-2.22,2.63,0.62,-12.5,213.531387033702,115,53.404347826087,0.524577972455057,19.0869565217391,228.099556464292,403,43.9466501240695,0.535564194063065,26.3250620347395,1.2,0.298,1.02,1.03,0.585,1.35,0.519,1.18,1,0.839,5.622,-1.456,0.385,0.998,-16.053,10.57,-2.986,4.877,0.25,-8.942,1.081873375215418,3.4987643533110377,3.176323661089971,0.5289158723275376,5.02823632101754
RPE1,2,C10,sample,HNRNPC,-0.68,-0.83,2.53,-0.99,-2.91,171.5319403026,269,55.7509293680297,0.508154538063563,29.7732342007435,168.113693850684,822,37.8947688564477,0.530897131926562,30.6386861313869,0.979,0.695,1.08,0.996,0.921,1.02,0.946,1.03,0.994,0.964,-1.134,-1.453,3.378,-0.657,-3.442,-0.224,-0.199,1.679,-1.316,-2.381,0.8867119036079306,0.6434671708797581,1.2013744212359443,0.46598336880193486,0.7502402948389272
RPE1,1,L14,sample,HIST1H4I,3.43,-2.51,2.49,-0.57,-0.26,200.861245949889,206,56.1432038834951,0.521499243641854,31.4660194174757,192.81602293321,431,43.4791183294664,0.527878436925285,31.9095127610209,1.11,0.595,1.06,1.02,0.978,1.14,0.522,1.17,0.984,1.01,1.99,-1.269,1.189,0.894,-0.693,4.868,-3.746,3.792,-2.024,0.175,1.7515034969990781,2.035053316254884,1.840598951428583,2.0633375875023456,0.6137686860699232
RPE1,3,H13,sample,MIS18BP1,0.7,-0.33,2.44,-2.55,-2.95,186.539178346239,416,55.9266826923077,0.49829864063139,30.9591346153846,169.207992252614,755,40.6894039735099,0.521643414165618,29.0238410596026,1.05,1.08,1.07,0.977,0.948,0.998,0.973,1.09,0.979,0.925,1.264,0,1.528,-1.574,-1.86,0.129,-0.667,3.356,-3.526,-4.045,0.4716402230514272,0.8025661966467315,1.2925911960090086,1.3802724368761405,1.5450283168926062
RPE1,4,I19,sample,TARDBP,0.44,0.15,2.31,-1.77,0.68,172.763595625779,311,55.9726688102894,0.512213003895658,32.3279742765273,183.807298995501,610,44.2860655737705,0.519105335895269,32.0426229508197,1.04,1.33,1.05,0.994,1.02,1.08,0.798,1.17,0.976,1.01,-0.125,0.313,0.954,-0.571,0.534,1.008,-0.022,3.66,-2.962,0.816,0.23688077169749341,0.8011519830843584,1.9134309498907978,1.6906923138170353,0.19940411229460633
RPE1,2,K12,sample,RNF20,-0.1,0.61,2.27,-1.63,1.18,178.888898524485,436,55.3922018348624,0.499621601568338,33.3532110091743,167.123656184705,923,40.4902491874323,0.531326771749036,32.6847237269772,1.02,1.13,1.07,0.98,1.03,1.01,1.06,1.1,0.995,1.03,-0.211,0.644,1.337,-1.648,0.632,0.003,0.571,3.195,-1.621,1.725,0.051618795026618015,0.15132085117392116,1.3138043994446051,0.019091883092036722,0.7728677118368965
RPE1,2,D22,neg2,NA,-2.28,0.51,2.25,-1.06,1.25,162.862097902997,374,52.7540106951872,0.510599472361554,32.0187165775401,156.386586609265,1006,40.2803180914513,0.529123186486395,33.1401590457256,0.93,0.966,1.02,1,0.991,0.944,1.16,1.1,0.99,1.04,-2.368,-0.036,1.318,0.098,-0.468,-2.189,1.051,3.185,-2.215,2.969,0.7686250711497771,0.1265721138323919,1.3201683604752843,1.6355379848844844,2.430326006938164
RPE1,3,O13,sample,TOP1,0.41,-0.05,2.14,-0.94,-0.22,183.4190452025,298,56.6191275167785,0.509916026429348,32.0637583892617,168.717935939266,822,42.0778588807786,0.526444320521095,31.6946472019465,1.03,0.773,1.08,1,0.982,0.995,1.06,1.13,0.988,1.01,0.823,-0.098,1.302,0,-0.209,0.001,0,2.973,-1.885,-0.227,0.06929646455628166,0.5812417741353421,1.1815754313627207,1.3328962825366422,0.012727922061357866
