cell_line,plate,well,control,gene_symbol,score_area_mean,score_cell_n,score_k_corr_perc_mean,score_radial_dist_mean_mean,score_spots_number_mean,raw_repeat_1_area_mean,raw_repeat_1_cell_n,raw_repeat_1_k_corr_perc_mean,raw_repeat_1_radial_dist_mean_mean,raw_repeat_1_spots_number_mean,raw_repeat_2_area_mean,raw_repeat_2_cell_n,raw_repeat_2_k_corr_perc_mean,raw_repeat_2_radial_dist_mean_mean,raw_repeat_2_spots_number_mean,ratio_repeat_1_area_mean,ratio_repeat_1_cell_n,ratio_repeat_1_k_corr_perc_mean,ratio_repeat_1_radial_dist_mean_mean,ratio_repeat_1_spots_number_mean,ratio_repeat_2_area_mean,ratio_repeat_2_cell_n,ratio_repeat_2_k_corr_perc_mean,ratio_repeat_2_radial_dist_mean_mean,ratio_repeat_2_spots_number_mean,norm_repeat1_area_mean,norm_repeat1_cell_n,norm_repeat1_k_corr_perc_mean,norm_repeat1_radial_dist_mean_mean,norm_repeat1_spots_number_mean,norm_repeat2_area_mean,norm_repeat2_cell_n,norm_repeat2_k_corr_perc_mean,norm_repeat2_radial_dist_mean_mean,norm_repeat2_spots_number_mean,sd_cell_n,sd_k_area_mean,sd_k_corr_perc_mean,sd_radial_dist_mean_mean,sd_spots_number_mean
HCT116,3,L23,pos,NA,-1.56,1.27,14.88,-12.97,-9.07,120.880397807641,1066,75.0403377110694,0.450473349835909,24.0065666041276,117.614808636452,830,73.3777108433735,0.450227738570409,25.8469879518072,0.969,1.37,1.32,0.859,0.665,0.961,0.942,1.23,0.893,0.782,-1.458,2.871,15.754,-14.158,-10.157,-1.667,-0.333,14.01,-11.778,-7.992,2.2655701269216983,0.1477853172679885,1.2331942263893387,1.6829141392239824,1.5308861812688754
HCT116,3,H23,pos,NA,-0.64,0.84,14.64,-12.69,-8.36,119.016496389004,916,74.0158296943231,0.455275269759619,25.3744541484716,123.555607975715,1085,75.9364055299539,0.446946490478577,25.3852534562212,0.954,1.17,1.3,0.868,0.703,1.01,1.23,1.27,0.887,0.768,-1.52,0.376,13.173,-12.488,-7.834,0.244,1.303,16.111,-12.882,-8.879,0.6554879861599295,1.24733636201307,2.077479723126077,0.2786000717874998,0.7389265863399421
HCT116,4,D23,pos,NA,0.21,1.07,14.6,-11.7,-9.18,124.096529922999,1068,77.9241573033708,0.447335043204837,23.6217228464419,121.44099245982,956,75.8969665271967,0.425696796549465,24.0460251046025,0.995,1.37,1.35,0.863,0.702,0.999,1.02,1.29,0.839,0.73,0.441,1.753,15.25,-10.836,-7.574,-0.028,0.378,13.948,-12.56,-10.778,0.9722718241315028,0.3316330803764908,0.9206530291048847,1.2190520907656082,2.265570126921699
HCT116,2,F23,pos,NA,-1.35,0.72,14.34,-11.13,-7.66,117.221196942776,1036,73.9507722007722,0.459781738468257,25.0694980694981,121.39402417712,745,75.8234899328859,0.446118306792755,26.2040268456376,0.956,1.29,1.29,0.882,0.701,1,0.935,1.28,0.883,0.803,-2.097,1.509,12.172,-10.701,-8.19,-0.611,-0.068,16.517,-11.559,-7.132,1.1151073939311853,1.0507606768432096,3.0723789642555484,0.6066976182580569,0.7481189744953671
HCT116,2,L23,pos,NA,-0.13,-0.64,14.33,-11.83,-8.3,123.478823654382,856,73.0408878504673,0.461337426841784,26.2955607476636,118.647705706945,654,76.4258409785933,0.439114490304784,25.2905198776758,1.01,1.06,1.27,0.885,0.736,0.978,0.821,1.29,0.869,0.775,0.173,-0.517,11.651,-10.654,-8.244,-0.431,-0.763,17.018,-13,-8.352,0.17394826817189069,0.4270924958366747,3.7950420946282013,1.6588725086636407,0.07636753236814751
HCT116,4,L23,pos,NA,-0.59,-0.03,14.28,-10.2,-9.63,122.764934167718,784,77.2066326530612,0.452433322325717,24.1875,118.683115815737,887,75.5129650507328,0.445827332372486,24.5997745208568,0.985,1,1.34,0.872,0.719,0.976,0.943,1.28,0.879,0.747,-0.045,0.307,15.41,-11.054,-9.203,-1.145,-0.367,13.142,-9.35,-10.063,0.476589970519733,0.7778174593052023,1.6037181797310902,1.2049099551418774,0.6081118318204317
HCT116,4,H23,pos,NA,-1.08,-0.49,14.24,-9,-9.65,123.597095749486,792,74.7739898989899,0.462885754763644,24.5113636363636,117.86969796873,820,77.8432926829268,0.443578887088117,23.4780487804878,0.991,1.01,1.29,0.893,0.728,0.969,0.871,1.32,0.874,0.713,-0.878,0.032,13.103,-8.366,-7.192,-1.273,-1.02,15.376,-9.637,-12.099,0.743876333808248,0.2793071785686862,1.6072537136370224,0.8987327188881025,3.4697729752823885
HCT116,4,B23,pos,NA,-2.02,-0.26,13.94,-9.52,-10.05,119.098570746046,738,75.8976964769648,0.464953399348708,23.7059620596206,116.621645917383,842,77.7161520190024,0.436105298395326,22.3266033254157,0.955,0.945,1.31,0.897,0.704,0.959,0.895,1.32,0.86,0.678,-2.092,-0.092,12.782,-7.885,-7.175,-1.944,-0.423,15.1,-11.154,-12.917,0.23405234457274723,0.10465180361560912,1.6390735187904169,2.311532067698824,4.060207137573156
HCT116,4,J17,sample,NCAPH2,0.54,-0.26,13.68,-10.08,-8.15,124.775783352534,526,74.5142585551331,0.464844069126515,24.7604562737643,125.976719875185,1012,77.0316205533597,0.431352979287542,24.9792490118577,1,0.673,1.29,0.896,0.736,1.04,1.08,1.31,0.85,0.758,0,-0.77,13.036,-8.84,-7.3,1.075,0.257,14.316,-11.329,-9.002,0.7261986642785844,0.7601397897755385,0.9050966799187816,1.7599887783733172,1.2034957415795045
HCT116,4,F23,pos,NA,-1.49,-0.46,13.55,-10.39,-9.34,118.466293644621,735,74.8734693877551,0.46517860526901,24.1455782312925,116.224548647197,732,76.2144808743169,0.428717414236871,24.0573770491803,0.95,0.941,1.3,0.897,0.718,0.956,0.778,1.29,0.845,0.73,-1.406,-0.068,12.985,-8.437,-7.307,-1.573,-0.861,14.11,-12.34,-11.376,0.5607356774809322,0.11808683245815346,0.795495128834866,2.759837766971095,2.877217492648061
HCT116,4,J23,pos,NA,-0.22,0.14,12.99,-9.34,-9.88,122.48015772841,662,72.4561933534743,0.47587876711033,25.3157099697885,120.605573267944,891,76.6795735129068,0.434477934462956,22.4141414141414,0.982,0.848,1.25,0.918,0.752,0.992,0.947,1.3,0.856,0.68,-0.219,0.215,11.714,-7.219,-6.889,-0.216,0.071,14.271,-11.457,-12.863,0.10182337649086284,0.0021213203435596446,1.8080720394940024,2.9967185386685884,4.224255910808434
HCT116,1,B23,pos,NA,-2.67,-1.07,12.37,-6.58,-8.43,112.565333431597,805,75.0186335403727,0.45506040820303,22.3975155279503,96.461270982848,85,76.2941176470588,0.486073374493417,22.4705882352941,0.918,0.965,1.27,0.889,0.681,0.843,0.244,1.29,0.968,0.722,-2.818,-0.677,14.582,-11.46,-10.922,-2.516,-1.469,10.158,-1.707,-5.932,0.5600285706997457,0.21354624791833737,3.128240399969287,6.8964124369123985,3.5284628381208725
HCT116,1,F23,pos,NA,-1.06,-0.36,12.32,-8.71,-9.1,121.165119007535,771,76.1815823605707,0.45817564446947,23.2490272373541,116.564558957798,348,78.6422413793103,0.421013623132637,23.3333333333333,0.988,0.924,1.29,0.895,0.707,1.02,1,1.33,0.838,0.75,-1.498,-0.793,14.564,-10.054,-11.826,-0.622,0.081,10.074,-7.36,-6.383,0.6180113267570426,0.6194255403194157,3.1749094475275985,1.9049456685165589,3.8487822099983786
HCT116,1,L23,pos,NA,-1.89,0.8,11.92,-8.42,-8.93,112.666083766045,866,76.4168591224018,0.452125641576562,22.8429561200924,112.031848048903,557,75.1274685816876,0.445013287416517,22.7899461400359,0.919,1.04,1.29,0.884,0.695,0.979,1.6,1.27,0.886,0.732,-3.359,0.538,15.66,-11.919,-11.954,-0.428,1.067,8.182,-4.93,-5.898,0.37405948724768356,2.072529975657771,5.2877445097130025,4.9419692937127815,4.282238666865732
HCT116,1,D23,pos,NA,-1.31,1.13,11.74,-7.43,-8.53,112.869753908839,832,74.7079326923077,0.467749080239667,22.5456730769231,115.897780096963,572,76.7657342657343,0.442934362963313,24.1258741258741,0.921,0.998,1.27,0.914,0.686,1.01,1.64,1.3,0.882,0.775,-3.248,0.084,13.453,-8.612,-11.733,0.624,2.183,10.027,-6.24,-5.322,1.4842171337105632,2.737917456754312,2.4225478323451117,1.6772572849744907,4.533261574186956
HCT116,1,H23,pos,NA,-0.78,-0.37,11.58,-10.64,-9.12,116.263934250989,682,74.3482404692082,0.436944980524953,22.0131964809384,115.165178162607,368,77.3858695652174,0.432198579818063,23.0896739130435,0.948,0.818,1.26,0.854,0.669,1.01,1.06,1.31,0.861,0.742,-2.064,-1.39,13.641,-14.892,-13.18,0.513,0.646,9.512,-6.384,-5.062,1.4396694064958109,1.822214175117733,2.9196438995192544,6.016064494335146,5.740292849672392
HCT116,1,N23,pos,NA,-1.15,-0.7,11.42,-8.85,-9.1,112.221390774866,573,72.7059336823735,0.456400207740342,22.6247818499127,117.745623388499,545,79.3146788990826,0.437167612167307,23.4587155963303,0.916,0.687,1.23,0.892,0.688,1.03,1.57,1.34,0.87,0.754,-2.722,-2.551,12.452,-11.923,-12.818,0.423,1.142,10.393,-5.785,-5.378,2.61134534292192,2.2238508268316917,1.4559328624631007,4.340221422923029,5.260874452027913
HCT116,1,J23,pos,NA,-1.06,0.27,11.11,-9.67,-8.69,116.825972255562,816,73.7162990196078,0.444869367073448,23.2634803921569,116.842029585561,405,77.6851851851852,0.441963473571078,24.0074074074074,0.953,0.978,1.25,0.869,0.707,1.02,1.16,1.32,0.88,0.771,-2.355,0.001,12.705,-13.666,-11.814,0.225,0.548,9.513,-5.677,-5.576,0.38678740930904154,1.8243354954612925,2.25708484554746,5.6490760748993285,4.410932101041684
HCT116,1,B21,sample,LBR,-0.52,0.39,5.1,-2.35,-0.46,114.027313256784,1214,63.2166392092257,0.497694568674436,30.4859967051071,111.684206966343,102,67.5294117647059,0.480051155793027,29.9803921568627,0.93,1.46,1.07,0.973,0.927,0.976,0.293,1.14,0.956,0.963,-1.037,2.027,4.832,-3.012,-0.459,-0.002,-1.24,5.377,-1.689,-0.46,2.310117854136451,0.7318555185280766,0.38537319574666834,0.9355022715098024,7.071067811865482e-4
HCT116,4,B10,sample,MTBP,8.94,-1.09,4.7,-1.72,-2.64,161.306435187819,560,63.9473214285714,0.50602534485576,29.9035714285714,161.168524642023,778,65.6439588688946,0.500148474088995,30.1825192802057,1.29,0.717,1.11,0.976,0.889,1.33,0.827,1.11,0.986,0.916,9.265,-1.18,3.801,-1.63,-2.128,8.621,-0.994,5.607,-1.813,-3.158,0.1315218613006978,0.4553767670841367,1.277034846822905,0.12940054095713824,0.7283199846221438
HCT116,2,I18,sample,CHAF1B,3.38,0.47,4.36,-3.83,-1.14,135.938887757391,730,62.3582191780822,0.503425617666402,35.1328767123288,135.01034668159,879,65.2866894197952,0.474793029053745,32.1478953356086,1.11,0.906,1.09,0.965,0.983,1.11,1.1,1.1,0.94,0.986,2.827,-0.093,3.793,-2.795,-1.589,3.928,1.028,4.921,-4.868,-0.689,0.7926667017101198,0.7785245660863888,0.7976164491784257,1.4658323573997132,0.6363961030678927
HCT116,3,C10,sample,TICRR,16.85,-3.69,4.32,2.64,-5.2,175.805200223247,362,61.171270718232,0.542486220744604,30.2569060773481,177.810905666506,381,65.492125984252,0.517168014054248,27.2965879265092,1.41,0.464,1.07,1.03,0.838,1.45,0.432,1.1,1.03,0.826,15.342,-3.698,3.255,2.827,-3.898,18.36,-3.679,5.38,2.461,-6.499,0.013435028842544494,2.1340482656209994,1.5026019100214134,0.2588010819142765,1.8391847378662098
HCT116,2,F08,sample,CHAF1A,6.98,-1.55,4.21,-3.71,-0.51,147.459523800033,486,58.798353909465,0.51160400289072006,36.4835390946502,146.802337157316,653,64.8246554364472,0.48365929675368,31.5696784073507,1.2,0.603,1.02,0.981,1.02,1.21,0.82,1.09,0.957,0.968,7.225,-2.903,1.853,-2.571,-0.036,6.727,-0.199,6.576,-4.84,-0.979,1.9120167363284244,0.3521391770309002,3.3396653275440635,1.6044252865122761,0.6668016946589143
HCT116,2,C03,sample,BRMS1L,-0.02,0.09,3.88,-2.18,-1.41,120.366405600948,620,64.2096774193548,0.498647607849975,30.2,124.96266269737,730,63.3232876712329,0.497484511130015,30.6095890410959,0.981,0.77,1.12,0.956,0.845,1.03,0.917,1.07,0.985,0.938,-0.014,-0.07,3.73,-3.103,-0.945,-0.022,0.258,4.04,-1.261,-1.882,0.2319310242291876,0.005656854249492379,0.21920310216782976,1.3024906909456206,0.662559053971795
HCT116,2,C10,sample,HNRNPC,10.15,-1.94,2.97,-2.99,-1.31,149.388992592488,506,59.1264822134387,0.510244633364975,33.397233201581,161.757386067533,593,62.8532883642496,0.485166106893995,31.3844856661046,1.22,0.628,1.03,0.978,0.934,1.33,0.745,1.06,0.96,0.962,8.03,-2.704,1.542,-2.345,-1.198,12.272,-1.177,4.396,-3.638,-1.416,1.0797520548718582,2.999546965793335,2.0180827535064068,0.9142890680742057,0.15414927829866734
HCT116,2,B08,sample,LEMD2,-0.22,1.6,2.93,-1.99,-0.39,122.501169549028,1009,59.6501486620416,0.510301711096156,34.1060455896928,123.106603932943,1090,62.8211009174312,0.500032225075225,31.9834862385321,0.999,1.25,1.04,0.979,0.954,1.02,1.37,1.06,0.99,0.98,-0.346,0.672,1.64,-2.148,-0.151,-0.096,2.52,4.218,-1.834,-0.631,1.3067333316327399,0.17677669529663687,1.8229212818989196,0.22203152929257597,0.33941125496954283
HCT116,2,B03,sample,PCNA,10.76,-2.18,2.82,1.72,-4.28,164.308535942148,398,62.8115577889447,0.508575716322098,27.3492462311558,152.051158280026,566,64.3701413427562,0.522942969318928,26.7226148409894,1.34,0.494,1.09,0.975,0.765,1.25,0.711,1.09,1.04,0.819,13.09,-3.158,1.53,-0.215,-2.339,8.435,-1.192,4.116,3.649,-6.229,1.3901719318127523,3.2915820664233784,1.8285781361484117,2.7322606025048195,2.75064537881567
HCT116,3,N12,sample,DDX5,2.05,0.43,2.8,-1.86,-0.57,131.229860320775,782,59.6962915601023,0.513637030177374,36.0485933503836,130.965114826006,974,63.4789527720739,0.496236433036801,32.5184804928131,1.05,1,1.05,0.979,0.999,1.07,1.11,1.06,0.984,0.984,2.294,0.905,2.609,-1.907,-1.147,1.811,-0.044,2.992,-1.815,0,0.6710443353460336,0.3415325753131025,0.2708218971944477,0.06505382386916243,0.81105147802097
HCT116,3,L10,sample,KMT5A,12.89,-2.52,2.72,-0.15,-2.99,166.465064787234,433,58.1258660508083,0.536002321254978,35.0184757505774,163.507083257998,567,62.8800705467372,0.499490938599573,29.2416225749559,1.33,0.555,1.02,1.02,0.97,1.34,0.644,1.05,0.991,0.885,12.203,-2.71,1.86,1.155,-1.93,13.584,-2.327,3.585,-1.459,-4.059,0.2708218971944477,0.9765144648186223,1.2197591975467943,1.8483771260216353,1.5054303371461597
HCT116,2,O06,sample,UHRF1,1.61,0.4,2.66,-0.77,0.28,121.891781654084,790,59.020253164557,0.525259404943027,37.6632911392405,127.364007045017,889,62.689538807649,0.496558956013263,33.177727784027,0.994,0.981,1.03,1.01,1.05,1.05,1.12,1.06,0.983,1.02,0.414,0.241,1.601,-0.096,0.009,2.81,0.554,3.719,-1.453,0.551,0.2213244225113894,1.694227847722968,1.4976521625531076,0.9595439020701451,0.3832518754031088
HCT116,2,N09,sample,HDAC10,-0.37,0.41,2.63,-1.38,-1.21,123.025245614662,1004,59.9347609561753,0.511277123364154,35.7370517928287,117.210737837172,1023,61.4144672531769,0.500976743913917,32.2737047898338,1,1.25,1.04,0.98,1,0.967,1.28,1.04,0.992,0.989,0.03,0.754,3.216,-2.439,-1.685,-0.765,0.068,2.037,-0.313,-0.725,0.4850752518939716,0.5621498910433053,0.8336788950189397,1.5033090168026,0.6788225099390857
HCT116,3,D14,sample,WRN,15.96,-3.13,2.56,0.9,-1.99,174.748243742005,402,59.7985074626866,0.523582549848666,33.6442786069652,173.113218056148,444,62.6925675675676,0.51706944244018,29.6058558558559,1.4,0.515,1.05,0.998,0.932,1.42,0.504,1.05,1.03,0.896,15.089,-2.455,2.545,0.022,-1.032,16.838,-3.801,2.57,1.769,-2.956,0.9517657274770931,1.236729760295272,0.017677669529663625,1.2353155467328985,1.3604734470029174
HCT116,1,J02,sample,POLE,7.99,-0.49,2.54,-1.3,-0.37,156.11513901204,663,62.3702865761689,0.50474932920441,32.8883861236802,139.657658933863,288,64.5694444444444,0.499119884234145,30.2118055555556,1.27,0.795,1.06,0.986,1,1.22,0.828,1.09,0.994,0.971,11.408,-0.88,2.808,-2.004,-0.001,4.567,-0.101,2.28,-0.589,-0.735,0.5508361825443205,4.837317490097171,0.3733523804664971,1.0005560953789647,0.5190163773909259
HCT116,1,C09,sample,CARM1,-0.34,0.47,2.5,-1.33,-0.27,120.344647869042,842,62.2672209026128,0.49926038728755,32.0083135391924,114.946537522876,486,62.8117283950617,0.493830449405762,31.141975308642,0.982,1.01,1.05,0.976,0.973,1,1.4,1.06,0.983,1,-0.56,-0.038,2.634,-2.454,-0.557,-0.116,0.982,2.357,-0.197,0.027,0.7212489168102785,0.31395541084682715,0.19586857838867344,1.595940005138038,0.4129503602129438
HCT116,4,M07,sample,CLIP1,-0.3,1.36,2.46,-2.05,-0.35,126.430535270621,926,57.5329373650108,0.520531965393928,37.2580993520518,118.020650167852,994,60.0915492957746,0.503067953143431,32.5171026156942,1.01,1.19,0.995,1,1.11,0.971,1.06,1.02,0.992,0.987,0.176,1.45,2.869,-2.228,0,-0.777,1.267,2.047,-1.871,-0.692,0.12940054095713824,0.6738727624707798,0.5812417741353421,0.2524371208835976,0.4893178925810909
HCT116,3,G08,sample,BANF1,0,0.15,2.44,-0.58,-0.56,121.73774282311,833,59.9435774309724,0.519315122385687,35.8583433373349,127.168953334259,908,62.7037444933921,0.498034505881464,32.7301762114537,0.976,1.07,1.05,0.99,0.994,1.04,1.03,1.05,0.988,0.991,-1.599,0.274,2.366,-0.513,-0.659,1.594,0.021,2.507,-0.654,-0.469,0.17889801564019653,2.2577919523286463,0.09970205614730321,0.09970205614730321,0.13435028842544408
HCT116,2,N19,sample,POLD1,8.26,-1.39,2.41,-1.68,-0.81,152.072942975364,586,60.1715017064846,0.513823726375921,32.8924914675768,145.326543028695,834,62.3423261390887,0.492670259574571,32.39448441247,1.24,0.727,1.05,0.985,0.92,1.2,1.05,1.05,0.975,0.993,9.554,-1.123,2.267,-1.076,-0.98,6.966,-1.655,2.558,-2.275,-0.642,0.37618080759124334,1.829992349710785,0.20576807332528527,0.8478210306426703,0.23900209204105305
HCT116,1,H18,sample,HIST4H4,0.81,0.35,2.41,-0.35,-0.39,122.498812639957,887,61.2468996617813,0.505987790619281,32.7756482525366,117.298903663402,423,63.3605200945626,0.501167337444941,28.6950354609929,0.999,1.06,1.04,0.989,0.997,1.03,1.22,1.07,0.998,0.922,0.702,-0.001,2.366,-0.738,-0.427,0.914,0.706,2.45,0.029,-0.347,0.4999244942988891,0.14990663761154813,0.059396969619670045,0.5423509011700819,0.05656854249492382
HCT116,4,O13,sample,SYCP3,-0.05,0.39,2.39,-2.47,0,122.385858473175,792,57.5037878787879,0.51723598121295,35.5909090909091,121.960776257555,916,59.7587336244542,0.506781681090698,34.0807860262009,0.982,1.01,0.995,0.997,1.06,1,0.973,1.01,0.999,1.03,-0.107,0.675,2.154,-2.815,0,0.004,0.105,2.621,-2.115,0,0.40305086527633216,0.07848885271170677,0.3302188668141178,0.49497474683058307,0
HCT116,3,I07,sample,CDC45,12.7,-1.16,2.36,-0.38,-0.84,183.448723845191,475,59.9936842105263,0.532386500060263,37.4610526315789,141.730490849202,877,61.4960091220068,0.499713702184113,31.6294184720639,1.47,0.609,1.05,1.01,1.04,1.16,0.995,1.03,0.991,0.957,18.519,-2.156,2.969,0.274,-0.375,6.878,-0.165,1.742,-1.032,-1.31,1.4078496013424162,8.231430039792599,0.8676200205158937,0.9234814562296311,0.661144840409422
HCT116,4,N13,sample,SYCP2L,0.24,0.83,2.23,-2.32,-0.83,125.514143919649,874,57.9302059496568,0.513216039539595,35.5171624713959,120.76709352084,1047,59.8113658070678,0.503542216642209,33.1107927411652,1.01,1.12,1,0.99,1.06,0.993,1.11,1.02,0.992,1.01,0.488,0.874,2.537,-2.754,-0.441,-0.004,0.787,1.928,-1.878,-1.223,0.06151828996322961,0.34789653634378137,0.43062802974260744,0.6194255403194157,0.5529575028878803
HCT116,4,G13,sample,SNAI1,0.44,0.8,2.21,-1.53,-0.11,122.729628820826,774,58.8992248062016,0.516686405546544,33.6937984496124,125.079849636664,1094,59.9236745886654,0.504372710133457,33.3665447897623,0.984,0.991,1.02,0.996,1,1.03,1.16,1.02,0.994,1.01,0,0.543,2.455,-1.312,-0.227,0.89,1.049,1.969,-1.751,0,0.35779603128039295,0.6293250352560273,0.3436538956566621,0.31041987694089423,0.1605132393293463
